hmsID_1,hmsID_2,metric,similarity
10001,10140,structural_similarity,0.125
10001,10140,target_similarity,0.223
10001,10141,structural_similarity,0.155339805825243
10001,10141,target_similarity,0.245
10001,10143,structural_similarity,0.135922330097087
10001,10143,target_similarity,0.206
10001,10146,structural_similarity,0.0970873786407767
10001,10146,target_similarity,0.214
10001,10147,structural_similarity,0.0769230769230769
10001,10147,target_similarity,0.239
10001,10150,structural_similarity,0.106194690265487
10001,10150,target_similarity,0.174
10001,10151,structural_similarity,0.125
10001,10151,target_similarity,0.201
10001,10152,structural_similarity,0.153846153846154
10001,10152,target_similarity,0.306
10001,10154,structural_similarity,0.1
10001,10154,target_similarity,0.2
10001,10157,structural_similarity,0.128205128205128
10001,10157,target_similarity,0.187
10001,10158,structural_similarity,0.151162790697674
10001,10158,target_similarity,0.27
10001,10159,structural_similarity,0.119266055045872
10001,10159,target_similarity,0.269
10001,10160,structural_similarity,0.101123595505618
10001,10160,target_similarity,0.471
10001,10162,structural_similarity,0.157142857142857
10001,10162,target_similarity,0.238
10001,10165,structural_similarity,0.147368421052632
10001,10165,target_similarity,0.322
10001,10166,structural_similarity,0.152173913043478
10001,10166,target_similarity,0.279
10001,10167,structural_similarity,0.108433734939759
10001,10167,target_similarity,0.269
10001,10168,structural_similarity,0.111111111111111
10001,10168,target_similarity,0.289
10001,10169,structural_similarity,0.145631067961165
10001,10169,target_similarity,0.251
10001,10171,structural_similarity,0.155555555555556
10001,10171,target_similarity,0.264
10001,10172,structural_similarity,0.114942528735632
10001,10172,target_similarity,0.222
10001,10175,structural_similarity,0.148936170212766
10001,10175,target_similarity,0.211
10001,10176,structural_similarity,0.142857142857143
10001,10176,target_similarity,0.304
10001,10177,structural_similarity,0.136842105263158
10001,10177,target_similarity,0.232
10001,10180,structural_similarity,0.13265306122449
10001,10180,target_similarity,0.309
10001,10181,structural_similarity,0.125
10001,10181,target_similarity,0.28
10001,10182,structural_similarity,0.152173913043478
10001,10182,target_similarity,0.258
10001,10183,structural_similarity,0.127450980392157
10001,10183,target_similarity,0.243
10001,10187,structural_similarity,0.12
10001,10187,target_similarity,0.23
10001,10189,structural_similarity,0.0857142857142857
10001,10189,target_similarity,0.219
10001,10192,structural_similarity,0.127906976744186
10001,10192,target_similarity,0.224
10001,10194,structural_similarity,0.118279569892473
10001,10194,target_similarity,0.169
10001,10198,structural_similarity,0.0891089108910891
10001,10198,target_similarity,0.241
10001,10201,structural_similarity,0.0925925925925926
10001,10201,target_similarity,0.254
10001,10202,structural_similarity,0.131868131868132
10001,10202,target_similarity,0.283
10001,10203,structural_similarity,0.130434782608696
10001,10203,target_similarity,0.25
10001,10206,structural_similarity,0.121212121212121
10001,10206,target_similarity,0.249
10001,10207,structural_similarity,0.145631067961165
10001,10207,target_similarity,0.257
10001,10208,structural_similarity,0.127906976744186
10001,10208,target_similarity,0.253
10001,10209,structural_similarity,0.138888888888889
10001,10209,target_similarity,0.209
10001,10210,structural_similarity,0.136363636363636
10001,10210,target_similarity,0.206
10001,10212,structural_similarity,0.208333333333333
10001,10212,target_similarity,0.25
10001,10213,structural_similarity,0.153153153153153
10001,10213,target_similarity,0.253
10001,10214,structural_similarity,0.186274509803922
10001,10214,target_similarity,0.239
10001,10215,structural_similarity,0.122448979591837
10001,10215,target_similarity,0.212
10001,10220,structural_similarity,0.122641509433962
10001,10220,target_similarity,0.229
10001,10223,structural_similarity,0.0952380952380952
10001,10223,target_similarity,0.223
10001,10225,structural_similarity,0.0980392156862745
10001,10225,target_similarity,0.19
10001,10226,structural_similarity,0.125
10001,10226,target_similarity,0.248
10001,10228,structural_similarity,0.145833333333333
10001,10228,target_similarity,0.207
10001,10229,structural_similarity,0.13
10001,10229,target_similarity,0.262
10001,10230,structural_similarity,0.157894736842105
10001,10230,target_similarity,0.177
10001,10231,structural_similarity,0.144230769230769
10001,10231,target_similarity,0.132
10001,10232,structural_similarity,0.123711340206186
10001,10232,target_similarity,0.288
10001,10233,structural_similarity,0.131313131313131
10001,10233,target_similarity,0.241
10001,10234,structural_similarity,0.141509433962264
10001,10234,target_similarity,0.144
10001,10251,structural_similarity,0.1
10001,10251,target_similarity,0.211
10001,10255,structural_similarity,0.121739130434783
10001,10255,target_similarity,0.238
10001,10267,structural_similarity,0.118279569892473
10001,10267,target_similarity,0.304
10001,10273,structural_similarity,0.5
10001,10273,target_similarity,0.32
10001,10284,structural_similarity,0.15625
10001,10284,target_similarity,0.215
10001,10285,structural_similarity,0.102564102564103
10001,10285,target_similarity,0.275
10001,10286,structural_similarity,0.253012048192771
10001,10286,target_similarity,0.283
10001,10287,structural_similarity,0.216494845360825
10001,10287,target_similarity,0.464
10001,10288,structural_similarity,0.11
10001,10288,target_similarity,0.15
10001,10289,structural_similarity,0.139784946236559
10001,10289,target_similarity,0.216
10001,10298,structural_similarity,0.0897435897435897
10001,10298,target_similarity,0.2
10001,10304,structural_similarity,0.149425287356322
10001,10304,target_similarity,0.318
10001,10337,structural_similarity,0.0666666666666667
10001,10337,target_similarity,0.218
10001,10340,structural_similarity,0.11214953271028
10001,10340,target_similarity,0.209
10001,10341,structural_similarity,0.160377358490566
10001,10341,target_similarity,0.233
10001,10342,structural_similarity,0.121495327102804
10001,10342,target_similarity,0.216
10001,10344,structural_similarity,0.813559322033898
10001,10344,target_similarity,0.8
10001,10350,structural_similarity,0.80952380952381
10001,10350,target_similarity,0.362
10001,10351,structural_similarity,0.136363636363636
10001,10351,target_similarity,0.19
10001,10354,structural_similarity,0.105263157894737
10001,10354,target_similarity,0.186
10001,10355,structural_similarity,0.28735632183908
10001,10355,target_similarity,0.326
10001,10356,structural_similarity,0.0537634408602151
10001,10356,target_similarity,0.24
10001,10363,structural_similarity,0.137614678899083
10001,10363,target_similarity,0.231
10001,10364,structural_similarity,0.16504854368932
10001,10364,target_similarity,0.217
10001,10373,structural_similarity,0.138297872340426
10001,10373,target_similarity,0.2
10001,10378,structural_similarity,0.0803571428571429
10001,10378,target_similarity,0.31
10001,10380,structural_similarity,0.149532710280374
10001,10380,target_similarity,0.214
10001,10381,structural_similarity,0.117647058823529
10001,10381,target_similarity,0.237
10001,10383,structural_similarity,0.0952380952380952
10001,10383,target_similarity,0.106
10001,10385,structural_similarity,0.10752688172043
10001,10385,target_similarity,0.298
10001,10388,structural_similarity,0.112244897959184
10001,10388,target_similarity,0.193
10001,10391,structural_similarity,0.101851851851852
10001,10391,target_similarity,0.29
10001,10393,structural_similarity,0.164948453608247
10001,10393,target_similarity,0.1
10001,10394,structural_similarity,0.14018691588785
10001,10394,target_similarity,0.271
10001,10399,structural_similarity,0.10989010989011
10001,10399,target_similarity,0.135
10001,10401,structural_similarity,0.114942528735632
10001,10401,target_similarity,0.259
10001,10405,structural_similarity,0.146666666666667
10001,10405,target_similarity,0.28
10001,10406,structural_similarity,0.168421052631579
10001,10406,target_similarity,0.175
10001,10407,structural_similarity,0.105263157894737
10001,10407,target_similarity,0.1
10001,10408,structural_similarity,0.139784946236559
10001,10408,target_similarity,0.291
10001,10409,structural_similarity,0.105263157894737
10001,10409,target_similarity,0.246
10001,10410,structural_similarity,0.0704225352112676
10001,10410,target_similarity,0.262
10001,10411,structural_similarity,0.144444444444444
10001,10411,target_similarity,0.208
10001,10415,structural_similarity,0.135802469135802
10001,10415,target_similarity,0.318
10001,10421,structural_similarity,0.0987654320987654
10001,10421,target_similarity,0.2
10001,10422,structural_similarity,0.16504854368932
10001,10422,target_similarity,0.292
10001,10426,structural_similarity,0.12280701754386
10001,10426,target_similarity,0.303
10001,10434,structural_similarity,0.158415841584158
10001,10434,target_similarity,0.191
10001,10440,structural_similarity,0.116279069767442
10001,10440,target_similarity,0.22
10001,10441,structural_similarity,0.115384615384615
10001,10441,target_similarity,0.303
10001,10443,structural_similarity,0.179775280898876
10001,10443,target_similarity,0.283
10001,10444,structural_similarity,0.0980392156862745
10001,10444,target_similarity,0.272
10001,10445,structural_similarity,0.16
10001,10445,target_similarity,0.225
10001,10453,structural_similarity,0.152173913043478
10001,10453,target_similarity,0.203
10001,10454,structural_similarity,0.146666666666667
10001,10454,target_similarity,0.233
10001,10461,structural_similarity,0.693548387096774
10001,10461,target_similarity,0.75
10001,10466,structural_similarity,0.153846153846154
10001,10466,target_similarity,0.2
10001,10467,structural_similarity,0.0777777777777778
10001,10467,target_similarity,0.244
10001,10468,structural_similarity,0.175824175824176
10001,10468,target_similarity,0.6
10001,10469,structural_similarity,0.0853658536585366
10001,10469,target_similarity,0.2
10001,10510,structural_similarity,0.108433734939759
10001,10510,target_similarity,0.229
10001,10517,structural_similarity,0.0980392156862745
10001,10517,target_similarity,0.1
10002,10002,structural_similarity,1
10002,10002,target_similarity,1
10002,10003,structural_similarity,0.337209302325581
10002,10003,target_similarity,0.63
10002,10004,structural_similarity,0.154639175257732
10002,10004,target_similarity,0.188
10002,10005,structural_similarity,0.152380952380952
10002,10005,target_similarity,0.237
10002,10006,structural_similarity,0.178217821782178
10002,10006,target_similarity,0.212
10002,10008,structural_similarity,0.263157894736842
10002,10008,target_similarity,0.272
10002,10010,structural_similarity,0.149122807017544
10002,10010,target_similarity,0.204
10002,10011,structural_similarity,0.0943396226415094
10002,10011,target_similarity,0.253
10002,10012,structural_similarity,0.224489795918367
10002,10012,target_similarity,0.2
10002,10013,structural_similarity,0.155172413793103
10002,10013,target_similarity,0.254
10002,10014,structural_similarity,0.161904761904762
10002,10014,target_similarity,0.259
10002,10015,structural_similarity,0.166666666666667
10002,10015,target_similarity,0.2
10002,10016,structural_similarity,0.116666666666667
10002,10016,target_similarity,0.2
10002,10017,structural_similarity,0.219298245614035
10002,10017,target_similarity,0.273
10002,10018,structural_similarity,0.219298245614035
10002,10018,target_similarity,0.223
10002,10019,structural_similarity,0.131578947368421
10002,10019,target_similarity,0.21
10002,10020,structural_similarity,0.163636363636364
10002,10020,target_similarity,0.248
10002,10021,structural_similarity,0.148148148148148
10002,10021,target_similarity,0.26
10002,10023,structural_similarity,0.216981132075472
10002,10023,target_similarity,0.289
10002,10024,structural_similarity,0.132231404958678
10002,10024,target_similarity,0.209
10002,10025,structural_similarity,0.105769230769231
10002,10025,target_similarity,0.195
10002,10026,structural_similarity,0.144144144144144
10002,10026,target_similarity,0.19
10002,10027,structural_similarity,0.107142857142857
10002,10027,target_similarity,0.231
10002,10028,structural_similarity,0.117021276595745
10002,10028,target_similarity,0.244
10002,10029,structural_similarity,0.10989010989011
10002,10029,target_similarity,0.2
10002,10035,structural_similarity,0.108108108108108
10002,10035,target_similarity,0.2
10002,10036,structural_similarity,0.12
10002,10036,target_similarity,0.296
10002,10037,structural_similarity,0.165289256198347
10002,10037,target_similarity,0.241
10002,10038,structural_similarity,0.137931034482759
10002,10038,target_similarity,0.292
10002,10039,structural_similarity,0.273504273504274
10002,10039,target_similarity,0.294
10002,10040,structural_similarity,0.126126126126126
10002,10040,target_similarity,0.211
10002,10041,structural_similarity,0.166666666666667
10002,10041,target_similarity,0.241
10002,10042,structural_similarity,0.204081632653061
10002,10042,target_similarity,0.254
10002,10043,structural_similarity,0.155172413793103
10002,10043,target_similarity,0.2
10002,10045,structural_similarity,0.0803571428571429
10002,10045,target_similarity,0.193
10002,10046,structural_similarity,0.0854700854700855
10002,10046,target_similarity,0.211
10002,10047,structural_similarity,0.123893805309735
10002,10047,target_similarity,0.246
10002,10048,structural_similarity,0.128712871287129
10002,10048,target_similarity,0.215
10002,10049,structural_similarity,0.158415841584158
10002,10049,target_similarity,0.287
10002,10050,structural_similarity,0.326315789473684
10002,10050,target_similarity,0.6
10002,10051,structural_similarity,0.113821138211382
10002,10051,target_similarity,0.239
10002,10053,structural_similarity,0.0978260869565217
10002,10053,target_similarity,0.183
10002,10055,structural_similarity,0.146788990825688
10002,10055,target_similarity,0.209
10002,10056,structural_similarity,0.160377358490566
10002,10056,target_similarity,0.2
10002,10058,structural_similarity,0.101851851851852
10002,10058,target_similarity,0.191
10002,10059,structural_similarity,0.176470588235294
10002,10059,target_similarity,0.191
10002,10060,structural_similarity,0.210526315789474
10002,10060,target_similarity,0.287
10002,10061,structural_similarity,0.0784313725490196
10002,10061,target_similarity,0.191
10002,10062,structural_similarity,0.192660550458716
10002,10062,target_similarity,0.112
10002,10064,structural_similarity,0.132743362831858
10002,10064,target_similarity,0.205
10002,10065,structural_similarity,0.171171171171171
10002,10065,target_similarity,0.2
10002,10066,structural_similarity,0.16504854368932
10002,10066,target_similarity,0.278
10002,10067,structural_similarity,0.165217391304348
10002,10067,target_similarity,0.259
10002,10068,structural_similarity,0.152380952380952
10002,10068,target_similarity,0.207
10002,10069,structural_similarity,0.118181818181818
10002,10069,target_similarity,0.245
10002,10070,structural_similarity,0.157894736842105
10002,10070,target_similarity,0.2
10002,10071,structural_similarity,0.135135135135135
10002,10071,target_similarity,0.267
10002,10072,structural_similarity,0.135593220338983
10002,10072,target_similarity,0.245
10002,10073,structural_similarity,0.137254901960784
10002,10073,target_similarity,0.181
10002,10074,structural_similarity,0.0918367346938776
10002,10074,target_similarity,0.2
10002,10075,structural_similarity,0.175925925925926
10002,10075,target_similarity,0.2
10002,10079,structural_similarity,0.134453781512605
10002,10079,target_similarity,0.205
10002,10080,structural_similarity,0.176470588235294
10002,10080,target_similarity,0.181
10002,10082,structural_similarity,0.158333333333333
10002,10082,target_similarity,0.236
10002,10083,structural_similarity,0.0982142857142857
10002,10083,target_similarity,0.211
10002,10084,structural_similarity,0.166666666666667
10002,10084,target_similarity,0.2
10002,10085,structural_similarity,0.156521739130435
10002,10085,target_similarity,0.183
10002,10086,structural_similarity,0.139130434782609
10002,10086,target_similarity,0.207
10002,10087,structural_similarity,0.155172413793103
10002,10087,target_similarity,0.2
10002,10088,structural_similarity,0.166666666666667
10002,10088,target_similarity,0.2
10002,10089,structural_similarity,0.108108108108108
10002,10089,target_similarity,0.21
10002,10090,structural_similarity,0.130434782608696
10002,10090,target_similarity,0.2
10002,10091,structural_similarity,0.154545454545455
10002,10091,target_similarity,0.208
10002,10092,structural_similarity,0.135135135135135
10002,10092,target_similarity,0.2
10002,10093,structural_similarity,0.119266055045872
10002,10093,target_similarity,0.188
10002,10094,structural_similarity,0.123893805309735
10002,10094,target_similarity,0.2
10002,10095,structural_similarity,0.136363636363636
10002,10095,target_similarity,0.2
10002,10096,structural_similarity,0.174311926605505
10002,10096,target_similarity,0.272
10002,10097,structural_similarity,0.11
10002,10097,target_similarity,0.272
10002,10098,structural_similarity,0.127272727272727
10002,10098,target_similarity,0.285
10002,10099,structural_similarity,0.5
10002,10099,target_similarity,0.335
10002,10100,structural_similarity,0.133333333333333
10002,10100,target_similarity,0.187
10002,10101,structural_similarity,0.13
10002,10101,target_similarity,0.194
10002,10103,structural_similarity,0.106194690265487
10002,10103,target_similarity,0.153
10002,10104,structural_similarity,0.0970873786407767
10002,10104,target_similarity,0.23
10002,10105,structural_similarity,0.11864406779661
10002,10105,target_similarity,0.2
10002,10106,structural_similarity,0.114285714285714
10002,10106,target_similarity,0.2
10002,10114,structural_similarity,0.16504854368932
10002,10114,target_similarity,0.254
10002,10115,structural_similarity,0.0961538461538462
10002,10115,target_similarity,0.204
10002,10120,structural_similarity,0.146551724137931
10002,10120,target_similarity,0.285
10002,10123,structural_similarity,0.127450980392157
10002,10123,target_similarity,0.212
10002,10124,structural_similarity,0.194444444444444
10002,10124,target_similarity,0.167
10002,10125,structural_similarity,0.120967741935484
10002,10125,target_similarity,0.251
10002,10126,structural_similarity,0.12
10002,10126,target_similarity,0.235
10002,10127,structural_similarity,0.114285714285714
10002,10127,target_similarity,0.234
10002,10128,structural_similarity,0.127118644067797
10002,10128,target_similarity,0.201
10002,10129,structural_similarity,0.108108108108108
10002,10129,target_similarity,0.197
10002,10130,structural_similarity,0.1875
10002,10130,target_similarity,0.299
10002,10132,structural_similarity,0.127450980392157
10002,10132,target_similarity,0.234
10002,10133,structural_similarity,0.140495867768595
10002,10133,target_similarity,0.243
10002,10135,structural_similarity,0.11214953271028
10002,10135,target_similarity,0.293
10002,10136,structural_similarity,0.127906976744186
10002,10136,target_similarity,0.213
10002,10138,structural_similarity,0.0961538461538462
10002,10138,target_similarity,0.248
10002,10140,structural_similarity,0.178217821782178
10002,10140,target_similarity,0.19
10002,10141,structural_similarity,0.150442477876106
10002,10141,target_similarity,0.248
10002,10143,structural_similarity,0.207547169811321
10002,10143,target_similarity,0.241
10002,10146,structural_similarity,0.127272727272727
10002,10146,target_similarity,0.194
10002,10147,structural_similarity,0.135416666666667
10002,10147,target_similarity,0.195
10002,10150,structural_similarity,0.214285714285714
10002,10150,target_similarity,0.312
10002,10151,structural_similarity,0.12280701754386
10002,10151,target_similarity,0.203
10002,10152,structural_similarity,0.110169491525424
10002,10152,target_similarity,0.295
10002,10154,structural_similarity,0.0645161290322581
10002,10154,target_similarity,0.2
10002,10157,structural_similarity,0.211864406779661
10002,10157,target_similarity,0.201
10002,10158,structural_similarity,0.122448979591837
10002,10158,target_similarity,0.195
10002,10159,structural_similarity,0.136752136752137
10002,10159,target_similarity,0.266
10002,10162,structural_similarity,0.0823529411764706
10002,10162,target_similarity,0.2
10002,10165,structural_similarity,0.111111111111111
10002,10165,target_similarity,0.304
10002,10166,structural_similarity,0.135922330097087
10002,10166,target_similarity,0.268
10002,10167,structural_similarity,0.10752688172043
10002,10167,target_similarity,0.262
10002,10168,structural_similarity,0.121212121212121
10002,10168,target_similarity,0.293
10002,10169,structural_similarity,0.194444444444444
10002,10169,target_similarity,0.276
10002,10171,structural_similarity,0.138613861386139
10002,10171,target_similarity,0.208
10002,10172,structural_similarity,0.0909090909090909
10002,10172,target_similarity,0.2
10002,10175,structural_similarity,0.144230769230769
10002,10175,target_similarity,0.204
10002,10176,structural_similarity,0.1
10002,10176,target_similarity,0.295
10002,10177,structural_similarity,0.144230769230769
10002,10177,target_similarity,0.227
10002,10180,structural_similarity,0.0990990990990991
10002,10180,target_similarity,0.299
10002,10181,structural_similarity,0.145833333333333
10002,10181,target_similarity,0.242
10002,10182,structural_similarity,0.181818181818182
10002,10182,target_similarity,0.26
10002,10183,structural_similarity,0.135135135135135
10002,10183,target_similarity,0.234
10002,10187,structural_similarity,0.138888888888889
10002,10187,target_similarity,0.265
10002,10189,structural_similarity,0.0775862068965517
10002,10189,target_similarity,0.237
10002,10190,structural_similarity,0.175257731958763
10002,10190,target_similarity,0.167
10002,10192,structural_similarity,0.102040816326531
10002,10192,target_similarity,0.221
10002,10194,structural_similarity,0.161616161616162
10002,10194,target_similarity,0.18
10002,10198,structural_similarity,0.110091743119266
10002,10198,target_similarity,0.266
10002,10206,structural_similarity,0.173076923076923
10002,10206,target_similarity,0.276
10002,10207,structural_similarity,0.172727272727273
10002,10207,target_similarity,0.247
10002,10208,structural_similarity,0.11340206185567
10002,10208,target_similarity,0.2
10002,10209,structural_similarity,0.165217391304348
10002,10209,target_similarity,0.209
10002,10210,structural_similarity,0.0882352941176471
10002,10210,target_similarity,0.205
10002,10212,structural_similarity,0.123893805309735
10002,10212,target_similarity,0.208
10002,10213,structural_similarity,0.148760330578512
10002,10213,target_similarity,0.256
10002,10214,structural_similarity,0.128205128205128
10002,10214,target_similarity,0.2
10002,10215,structural_similarity,0.110091743119266
10002,10215,target_similarity,0.202
10002,10216,structural_similarity,0.0614035087719298
10002,10216,target_similarity,0.2
10002,10220,structural_similarity,0.130434782608696
10002,10220,target_similarity,0.222
10002,10223,structural_similarity,0.0957446808510638
10002,10223,target_similarity,0.247
10002,10225,structural_similarity,0.255102040816327
10002,10225,target_similarity,0.258
10002,10226,structural_similarity,0.122641509433962
10002,10226,target_similarity,0.221
10002,10228,structural_similarity,0.130841121495327
10002,10228,target_similarity,0.22
10002,10229,structural_similarity,0.0973451327433628
